id,profesor_id,curso_id,fecha_asignacion
15705,PROF598,CUR4674,2020-10-26
15706,PROF244,CUR7892,2023-04-07
15707,PROF211,CUR9157,2020-12-10
15708,PROF278,CUR1021,2022-01-12
15709,PROF362,CUR3518,2022-01-21
15710,PROF536,CUR9509,2022-12-28
15711,PROF829,CUR9015,2023-01-17
15712,PROF854,CUR9312,2022-06-28
15713,PROF650,CUR4011,2023-03-24
15714,PROF507,CUR7055,2020-03-21
15715,PROF254,CUR8588,2023-05-03
15716,PROF848,CUR4899,2020-03-31
15717,PROF138,CUR2213,2022-07-30
15718,PROF105,CUR6072,2020-02-27
15719,PROF933,CUR4749,2020-06-01
15720,PROF565,CUR6940,2021-04-27
15721,PROF884,CUR4671,2022-01-20
15722,PROF271,CUR5715,2022-01-03
15723,PROF189,CUR1169,2021-06-07
15724,PROF187,CUR6060,2022-08-24
15725,PROF460,CUR2438,2020-09-17
15726,PROF894,CUR3314,2021-02-12
15727,PROF810,CUR1187,2021-11-10
15728,PROF961,CUR7618,2023-09-23
15729,PROF535,CUR1499,2020-12-11
15730,PROF582,CUR1785,2022-08-17
15731,PROF311,CUR4919,2022-07-31
15732,PROF805,CUR6478,2020-07-27
15733,PROF233,CUR6172,2020-10-07
15734,PROF214,CUR6720,2021-06-24
15735,PROF253,CUR4467,2023-12-27
15736,PROF225,CUR2304,2020-07-11
15737,PROF905,CUR3483,2021-03-10
15738,PROF371,CUR2398,2023-12-08
15739,PROF229,CUR5660,2022-03-01
15740,PROF393,CUR9097,2023-11-21
15741,PROF904,CUR3297,2021-11-13
15742,PROF257,CUR1080,2023-11-12
15743,PROF192,CUR4637,2022-09-14
15744,PROF279,CUR5273,2021-05-11
15745,PROF738,CUR5118,2023-03-12
15746,PROF495,CUR6416,2023-10-12
15747,PROF997,CUR6171,2020-03-29
15748,PROF487,CUR2299,2020-02-21
15749,PROF543,CUR5848,2020-03-27
15750,PROF716,CUR7221,2023-12-11
15751,PROF190,CUR9134,2022-07-15
15752,PROF879,CUR7959,2023-12-15
15753,PROF515,CUR4902,2021-02-18
15754,PROF267,CUR3183,2023-05-13
15755,PROF389,CUR6964,2020-03-26
15756,PROF168,CUR7403,2020-08-18
15757,PROF485,CUR1382,2021-07-25
15758,PROF723,CUR8606,2022-05-28
15759,PROF445,CUR5353,2023-05-15
15760,PROF884,CUR3444,2023-12-20
15761,PROF479,CUR1905,2023-11-03
15762,PROF696,CUR3986,2022-08-20
15763,PROF798,CUR8415,2020-06-17
15764,PROF396,CUR2897,2021-01-25
15765,PROF811,CUR6906,2021-09-02
15766,PROF877,CUR7776,2022-04-18
15767,PROF373,CUR3165,2021-06-07
15768,PROF773,CUR2567,2020-01-17
15769,PROF270,CUR4607,2021-06-21
15770,PROF951,CUR8798,2023-08-22
15771,PROF343,CUR3642,2022-04-15
15772,PROF630,CUR7310,2023-08-29
15773,PROF530,CUR3168,2023-10-12
15774,PROF102,CUR7254,2022-05-23
15775,PROF299,CUR3181,2023-05-06
15776,PROF295,CUR6374,2023-11-11
15777,PROF782,CUR5472,2023-12-22
15778,PROF274,CUR4530,2021-02-07
15779,PROF469,CUR2593,2020-11-06
15780,PROF941,CUR1054,2023-03-08
15781,PROF772,CUR1959,2023-09-09
15782,PROF820,CUR4830,2020-01-13
15783,PROF818,CUR8569,2021-03-17
15784,PROF229,CUR4673,2023-05-25
15785,PROF323,CUR7282,2020-08-04
15786,PROF838,CUR8027,2020-07-07
15787,PROF292,CUR9780,2022-02-08
15788,PROF465,CUR5962,2022-07-14
15789,PROF620,CUR8072,2023-07-01
15790,PROF620,CUR3486,2022-11-03
15791,PROF165,CUR9789,2023-12-16
15792,PROF531,CUR7263,2022-06-25
15793,PROF613,CUR8598,2022-02-11
15794,PROF487,CUR1877,2021-01-05
15795,PROF902,CUR6313,2020-02-10
15796,PROF103,CUR1632,2021-02-07
15797,PROF785,CUR7253,2023-11-30
15798,PROF644,CUR5907,2021-10-28
15799,PROF921,CUR2984,2021-12-04
15800,PROF684,CUR6443,2020-07-27
15801,PROF151,CUR3705,2021-10-13
15802,PROF188,CUR4692,2020-02-01
15803,PROF406,CUR2572,2020-02-06
15804,PROF355,CUR5888,2021-11-17
15805,PROF907,CUR8117,2023-08-27
15806,PROF162,CUR5483,2020-02-17
15807,PROF959,CUR8769,2020-05-03
15808,PROF551,CUR3787,2022-05-14
15809,PROF751,CUR6979,2023-11-19
15810,PROF714,CUR7155,2021-10-14
15811,PROF765,CUR3027,2022-04-14
15812,PROF186,CUR4325,2020-08-28
15813,PROF760,CUR3419,2021-07-29
15814,PROF746,CUR8318,2022-06-10
15815,PROF714,CUR2255,2020-10-12
15816,PROF926,CUR6994,2021-10-16
15817,PROF695,CUR2752,2021-11-28
15818,PROF537,CUR4291,2022-02-28
15819,PROF209,CUR6950,2022-07-16
15820,PROF753,CUR4275,2022-05-21
15821,PROF518,CUR6279,2020-05-22
15822,PROF928,CUR2721,2022-04-12
15823,PROF369,CUR3991,2023-01-31
15824,PROF984,CUR4090,2023-06-10
15825,PROF656,CUR2940,2023-05-10
15826,PROF138,CUR3362,2023-09-08
15827,PROF789,CUR8341,2020-05-21
15828,PROF939,CUR9925,2023-04-19
15829,PROF554,CUR2583,2023-07-19
15830,PROF803,CUR7521,2021-06-12
15831,PROF637,CUR1076,2021-05-18
15832,PROF672,CUR7609,2023-11-23
15833,PROF166,CUR7746,2022-10-07
15834,PROF763,CUR4398,2021-02-02
15835,PROF119,CUR3437,2022-06-16
15836,PROF744,CUR6433,2021-11-16
15837,PROF271,CUR5325,2023-02-02
15838,PROF458,CUR2097,2021-07-05
15839,PROF736,CUR6577,2020-10-24
15840,PROF330,CUR2956,2020-06-23
15841,PROF253,CUR3924,2020-08-09
15842,PROF567,CUR4654,2020-03-18
15843,PROF581,CUR1789,2021-05-04
15844,PROF514,CUR8483,2020-11-27
15845,PROF966,CUR7109,2023-02-21
15846,PROF980,CUR7204,2022-12-06
15847,PROF586,CUR1176,2020-06-27
15848,PROF857,CUR5536,2022-08-07
15849,PROF844,CUR5798,2022-10-29
15850,PROF699,CUR7125,2022-06-19
15851,PROF864,CUR1271,2022-09-04
15852,PROF679,CUR6706,2022-11-07
15853,PROF416,CUR6293,2023-03-11
15854,PROF663,CUR1345,2021-03-19
15855,PROF166,CUR6292,2021-10-17
15856,PROF189,CUR7279,2020-09-28
15857,PROF456,CUR2637,2022-11-05
15858,PROF756,CUR5552,2021-12-01
15859,PROF637,CUR4779,2023-05-20
15860,PROF176,CUR6564,2020-07-03
15861,PROF752,CUR6353,2023-01-17
15862,PROF776,CUR1432,2023-08-19
15863,PROF669,CUR7867,2023-07-12
15864,PROF806,CUR8771,2023-08-02
15865,PROF414,CUR1629,2022-08-18
15866,PROF957,CUR1548,2022-02-27
15867,PROF651,CUR8796,2023-08-18
15868,PROF584,CUR5545,2023-08-16
15869,PROF661,CUR1730,2022-09-24
15870,PROF615,CUR6426,2020-06-01
15871,PROF140,CUR9910,2022-06-09
15872,PROF493,CUR3571,2023-12-02
15873,PROF638,CUR7798,2023-07-06
15874,PROF980,CUR8834,2020-05-29
15875,PROF757,CUR4432,2022-07-03
15876,PROF275,CUR3224,2020-04-27
15877,PROF658,CUR2459,2021-01-31
15878,PROF762,CUR5395,2022-04-29
15879,PROF245,CUR1705,2021-05-09
15880,PROF452,CUR9263,2021-10-08
15881,PROF812,CUR1841,2022-06-14
15882,PROF875,CUR6182,2022-11-29
15883,PROF984,CUR1572,2020-02-11
15884,PROF461,CUR1177,2020-08-27
15885,PROF713,CUR3540,2020-04-23
15886,PROF722,CUR8875,2023-05-17
15887,PROF854,CUR2704,2020-11-22
15888,PROF443,CUR9618,2023-07-09
15889,PROF395,CUR9016,2020-03-27
15890,PROF176,CUR7465,2021-07-13
15891,PROF237,CUR8192,2020-03-31
15892,PROF297,CUR9976,2022-09-01
15893,PROF972,CUR9513,2021-12-07
15894,PROF377,CUR6950,2023-07-03
15895,PROF275,CUR3721,2023-02-11
15896,PROF393,CUR8005,2021-08-09
15897,PROF980,CUR7453,2020-05-25
15898,PROF458,CUR5658,2020-09-13
15899,PROF411,CUR4487,2022-06-20
15900,PROF640,CUR5302,2021-02-05
15901,PROF747,CUR2057,2021-01-01
15902,PROF495,CUR6336,2020-12-26
15903,PROF667,CUR3085,2020-12-04
15904,PROF782,CUR3231,2020-06-01
15905,PROF237,CUR4992,2021-09-21
15906,PROF322,CUR4833,2021-05-09
15907,PROF958,CUR6256,2022-01-03
15908,PROF958,CUR4697,2022-11-12
15909,PROF749,CUR7999,2023-01-09
15910,PROF704,CUR5804,2021-08-16
15911,PROF636,CUR3969,2023-01-15
15912,PROF289,CUR5451,2020-09-05
15913,PROF139,CUR8352,2023-04-09
15914,PROF159,CUR4307,2021-05-14
15915,PROF684,CUR9721,2023-06-22
15916,PROF378,CUR1029,2023-04-21
15917,PROF197,CUR8137,2021-07-02
15918,PROF132,CUR6888,2021-02-06
15919,PROF560,CUR1722,2021-12-20
15920,PROF728,CUR8652,2023-06-23
15921,PROF660,CUR3773,2020-08-13
15922,PROF774,CUR5358,2023-08-10
15923,PROF723,CUR6698,2023-02-22
15924,PROF480,CUR3412,2023-02-10
15925,PROF507,CUR1225,2023-07-21
15926,PROF176,CUR2783,2020-03-10
15927,PROF291,CUR1488,2022-03-15
15928,PROF130,CUR8153,2021-03-10
15929,PROF526,CUR9722,2021-03-07
15930,PROF226,CUR7199,2023-12-23
15931,PROF302,CUR8789,2023-02-06
15932,PROF366,CUR3935,2021-05-19
15933,PROF560,CUR3204,2022-10-19
15934,PROF937,CUR3829,2022-05-24
15935,PROF647,CUR4155,2022-09-13
15936,PROF878,CUR7882,2022-01-07
15937,PROF666,CUR1672,2023-07-13
15938,PROF385,CUR4801,2023-08-12
15939,PROF375,CUR6785,2023-07-13
15940,PROF931,CUR2036,2021-05-25
15941,PROF204,CUR8913,2022-12-15
15942,PROF888,CUR1288,2022-01-14
15943,PROF440,CUR4358,2020-01-22
15944,PROF823,CUR7978,2022-09-10
15945,PROF551,CUR4321,2023-01-20
15946,PROF376,CUR1154,2022-01-07
15947,PROF723,CUR8650,2022-06-09
15948,PROF284,CUR9806,2023-11-23
15949,PROF136,CUR3892,2020-04-26
15950,PROF832,CUR5453,2020-04-18
15951,PROF704,CUR6528,2021-04-15
15952,PROF764,CUR9337,2020-06-24
15953,PROF309,CUR2323,2020-10-15
15954,PROF407,CUR9504,2020-01-02
15955,PROF792,CUR7265,2021-11-23
15956,PROF170,CUR4525,2021-09-08
15957,PROF932,CUR2500,2020-12-16
15958,PROF623,CUR1725,2023-07-20
15959,PROF799,CUR6767,2020-06-14
15960,PROF178,CUR5214,2023-08-22
15961,PROF211,CUR8484,2023-07-29
15962,PROF459,CUR7071,2022-05-14
15963,PROF649,CUR1975,2023-10-06
15964,PROF751,CUR8565,2023-12-18
15965,PROF697,CUR6768,2023-03-04
15966,PROF308,CUR7380,2023-01-28
15967,PROF558,CUR1847,2022-03-28
15968,PROF447,CUR8404,2021-07-23
15969,PROF744,CUR5094,2023-12-03
15970,PROF458,CUR1293,2021-06-26
15971,PROF622,CUR2500,2022-09-12
15972,PROF952,CUR7056,2022-08-09
15973,PROF637,CUR3964,2022-09-04
15974,PROF696,CUR4887,2021-12-19
15975,PROF656,CUR3035,2020-07-04
15976,PROF143,CUR4394,2020-11-08
15977,PROF792,CUR3900,2022-06-14
15978,PROF174,CUR4870,2021-09-09
15979,PROF348,CUR3797,2020-02-15
15980,PROF219,CUR8882,2021-03-28
15981,PROF310,CUR2319,2023-10-26
15982,PROF835,CUR8511,2023-11-07
15983,PROF726,CUR4765,2021-11-13
15984,PROF475,CUR1808,2022-03-01
15985,PROF366,CUR2652,2023-04-16
15986,PROF531,CUR2326,2023-09-20
15987,PROF778,CUR9889,2023-06-28
15988,PROF403,CUR7692,2022-11-21
15989,PROF436,CUR6863,2022-07-27
15990,PROF768,CUR1930,2023-12-30
15991,PROF964,CUR7653,2022-03-10
15992,PROF544,CUR8904,2021-07-21
15993,PROF314,CUR8438,2022-06-05
15994,PROF957,CUR5736,2021-03-13
15995,PROF856,CUR5317,2020-08-22
15996,PROF772,CUR4319,2021-04-15
15997,PROF188,CUR4675,2023-10-09
15998,PROF485,CUR7082,2021-02-08
15999,PROF951,CUR1038,2022-05-22
16000,PROF775,CUR9543,2021-05-11
16001,PROF352,CUR9305,2022-10-10
16002,PROF461,CUR5658,2021-06-05
16003,PROF246,CUR7664,2023-02-03
16004,PROF860,CUR2903,2020-08-27
16005,PROF472,CUR5330,2023-04-07
16006,PROF827,CUR4269,2022-08-05
16007,PROF935,CUR9024,2020-05-31
16008,PROF674,CUR1565,2020-11-21
16009,PROF933,CUR8269,2021-10-10
16010,PROF658,CUR1661,2020-04-08
16011,PROF768,CUR4884,2021-04-17
16012,PROF658,CUR3209,2020-11-30
16013,PROF731,CUR7452,2020-10-16
16014,PROF653,CUR9880,2022-03-22
16015,PROF169,CUR2856,2023-04-27
16016,PROF863,CUR6517,2021-06-15
16017,PROF728,CUR7125,2021-11-05
16018,PROF330,CUR2193,2023-02-23
16019,PROF318,CUR1905,2020-11-28
16020,PROF869,CUR6551,2022-10-21
16021,PROF639,CUR5297,2023-05-19
16022,PROF825,CUR7394,2022-12-05
16023,PROF700,CUR7903,2022-03-29
16024,PROF801,CUR5967,2023-07-20
16025,PROF542,CUR8187,2022-01-08
16026,PROF316,CUR5458,2022-04-04
16027,PROF161,CUR4232,2022-03-03
16028,PROF566,CUR4573,2022-08-13
16029,PROF499,CUR7933,2020-05-20
16030,PROF297,CUR7069,2023-04-27
16031,PROF148,CUR2079,2021-03-29
16032,PROF986,CUR4433,2021-08-31
16033,PROF178,CUR8598,2023-05-07
16034,PROF244,CUR7832,2022-09-15
16035,PROF884,CUR8012,2020-04-13
16036,PROF968,CUR8761,2021-02-22
16037,PROF103,CUR6993,2022-03-13
16038,PROF541,CUR9559,2020-11-24
16039,PROF864,CUR4378,2023-02-07
16040,PROF710,CUR6949,2022-06-03
16041,PROF466,CUR7098,2021-03-11
16042,PROF580,CUR6199,2021-09-08
16043,PROF394,CUR8637,2023-05-19
16044,PROF589,CUR7179,2021-11-17
16045,PROF107,CUR6522,2020-07-08
16046,PROF543,CUR1459,2020-05-21
16047,PROF949,CUR5811,2022-02-15
16048,PROF874,CUR8968,2020-12-03
16049,PROF688,CUR3949,2020-07-04
16050,PROF407,CUR8583,2023-04-01
16051,PROF197,CUR3940,2023-02-11
16052,PROF108,CUR7876,2022-09-04
16053,PROF546,CUR9556,2021-12-05
16054,PROF531,CUR6597,2022-05-25
16055,PROF633,CUR9000,2023-12-11
16056,PROF455,CUR9482,2022-08-17
16057,PROF117,CUR9953,2020-08-31
16058,PROF369,CUR9904,2020-10-30
16059,PROF993,CUR6642,2023-07-13
16060,PROF370,CUR3719,2022-01-13
16061,PROF615,CUR1411,2021-11-20
16062,PROF724,CUR2878,2021-10-13
16063,PROF701,CUR1264,2023-12-26
16064,PROF637,CUR4169,2022-11-27
16065,PROF887,CUR8276,2022-02-26
16066,PROF597,CUR7411,2023-10-24
16067,PROF611,CUR9656,2022-06-10
16068,PROF809,CUR3813,2020-01-23
16069,PROF529,CUR7116,2020-04-27
16070,PROF838,CUR2974,2021-09-04
16071,PROF702,CUR2066,2021-09-03
16072,PROF620,CUR9861,2021-07-14
16073,PROF439,CUR5380,2021-09-06
16074,PROF966,CUR7860,2022-01-29
16075,PROF266,CUR9541,2023-01-27
16076,PROF395,CUR5756,2021-02-11
16077,PROF564,CUR6280,2020-05-21
16078,PROF306,CUR4685,2022-10-11
16079,PROF966,CUR6801,2021-06-16
16080,PROF964,CUR8624,2023-01-14
16081,PROF138,CUR4391,2021-01-17
16082,PROF366,CUR8527,2021-08-17
16083,PROF267,CUR9920,2022-10-22
16084,PROF900,CUR3594,2021-10-27
16085,PROF814,CUR3448,2022-02-16
16086,PROF581,CUR1285,2022-05-29
16087,PROF718,CUR7296,2021-01-30
16088,PROF681,CUR9137,2022-07-11
16089,PROF160,CUR3646,2020-11-17
16090,PROF573,CUR3656,2021-09-09
16091,PROF585,CUR1363,2020-07-26
16092,PROF985,CUR2055,2020-04-15
16093,PROF107,CUR9377,2023-02-25
16094,PROF472,CUR9172,2022-02-09
16095,PROF587,CUR4194,2021-07-10
16096,PROF224,CUR1559,2023-03-10
16097,PROF515,CUR1433,2023-07-09
16098,PROF256,CUR5815,2020-12-29
16099,PROF245,CUR2679,2020-08-18
16100,PROF253,CUR2503,2023-02-04
16101,PROF224,CUR4865,2023-01-12
16102,PROF748,CUR6916,2020-02-28
16103,PROF218,CUR6727,2022-08-09
16104,PROF652,CUR8343,2022-10-22
16105,PROF928,CUR3374,2022-01-16
16106,PROF901,CUR4292,2020-05-14
16107,PROF943,CUR8972,2022-12-02
16108,PROF102,CUR8484,2023-08-17
16109,PROF404,CUR8416,2021-04-17
16110,PROF513,CUR4056,2021-06-13
16111,PROF586,CUR9546,2021-08-16
16112,PROF851,CUR6425,2020-11-21
16113,PROF290,CUR8984,2020-10-27
16114,PROF741,CUR7720,2021-07-09
16115,PROF894,CUR6679,2020-07-21
16116,PROF680,CUR1437,2021-02-13
16117,PROF398,CUR9733,2020-05-19
16118,PROF865,CUR9921,2021-07-07
16119,PROF347,CUR5832,2020-01-25
16120,PROF971,CUR2486,2023-09-03
16121,PROF611,CUR5681,2020-08-10
16122,PROF191,CUR4724,2020-01-27
16123,PROF488,CUR2845,2022-12-04
16124,PROF760,CUR9461,2020-06-03
16125,PROF802,CUR4556,2023-11-04
16126,PROF490,CUR5047,2021-03-01
16127,PROF503,CUR3239,2023-06-23
16128,PROF550,CUR6395,2023-01-06
16129,PROF135,CUR2023,2023-10-21
16130,PROF983,CUR2910,2020-09-07
16131,PROF544,CUR6989,2020-03-27
16132,PROF893,CUR1594,2022-10-04
16133,PROF396,CUR6347,2021-01-11
16134,PROF640,CUR1435,2021-05-26
16135,PROF208,CUR4564,2020-05-31
16136,PROF284,CUR4522,2023-01-27
16137,PROF980,CUR7369,2021-10-27
16138,PROF464,CUR8874,2020-12-07
16139,PROF232,CUR9043,2020-01-24
16140,PROF407,CUR4087,2023-01-01
16141,PROF163,CUR6438,2020-05-08
16142,PROF184,CUR1755,2022-11-28
16143,PROF280,CUR1684,2022-10-13
16144,PROF711,CUR8741,2023-06-12
16145,PROF511,CUR1594,2020-01-20
16146,PROF271,CUR7210,2021-10-17
16147,PROF381,CUR9546,2023-03-03
16148,PROF611,CUR6429,2021-04-15
16149,PROF777,CUR4560,2021-04-26
16150,PROF609,CUR8145,2023-01-15
16151,PROF571,CUR3254,2023-05-19
16152,PROF110,CUR8312,2023-04-13
16153,PROF431,CUR1792,2023-08-26
16154,PROF997,CUR2620,2022-12-13
16155,PROF294,CUR2497,2021-01-03
16156,PROF650,CUR2947,2021-02-04
16157,PROF207,CUR1619,2022-07-07
16158,PROF765,CUR1565,2022-10-15
16159,PROF591,CUR9643,2021-07-10
16160,PROF200,CUR6300,2020-05-08
16161,PROF109,CUR6110,2021-05-31
16162,PROF620,CUR7908,2022-11-30
16163,PROF288,CUR6169,2023-08-17
16164,PROF186,CUR5934,2020-07-25
16165,PROF987,CUR2553,2023-05-01
16166,PROF964,CUR2977,2022-10-02
16167,PROF731,CUR6317,2022-03-15
16168,PROF838,CUR9516,2023-07-20
16169,PROF252,CUR3337,2022-02-01
16170,PROF241,CUR2027,2023-04-01
16171,PROF283,CUR9611,2020-10-27
16172,PROF379,CUR4021,2021-09-14
16173,PROF197,CUR4306,2023-09-04
16174,PROF911,CUR4776,2021-03-21
16175,PROF615,CUR1417,2022-12-18
16176,PROF781,CUR8186,2020-07-23
16177,PROF963,CUR5179,2021-05-02
16178,PROF433,CUR8422,2023-08-29
16179,PROF271,CUR9051,2022-09-15
16180,PROF258,CUR1975,2023-12-14
16181,PROF661,CUR2122,2021-06-22
16182,PROF242,CUR6071,2023-06-20
16183,PROF723,CUR5378,2022-08-27
16184,PROF936,CUR1488,2023-03-16
16185,PROF229,CUR6264,2022-11-21
16186,PROF893,CUR1761,2022-01-04
16187,PROF640,CUR5830,2022-01-07
16188,PROF204,CUR6446,2021-01-15
16189,PROF379,CUR6961,2021-11-15
16190,PROF362,CUR6948,2023-09-25
16191,PROF822,CUR1993,2023-09-27
16192,PROF422,CUR5389,2020-01-24
16193,PROF865,CUR3152,2021-11-12
16194,PROF281,CUR5457,2022-03-31
16195,PROF966,CUR4658,2022-09-27
16196,PROF534,CUR2320,2021-11-19
16197,PROF325,CUR7575,2023-05-23
16198,PROF834,CUR4975,2023-02-18
16199,PROF225,CUR5941,2020-06-07
16200,PROF149,CUR6430,2023-05-25
16201,PROF786,CUR5318,2022-04-04
16202,PROF202,CUR1131,2023-11-13
16203,PROF635,CUR8019,2022-06-15
16204,PROF580,CUR3017,2022-05-19
16205,PROF948,CUR8177,2021-01-15
16206,PROF896,CUR3060,2020-05-20
16207,PROF253,CUR4712,2021-04-28
16208,PROF320,CUR9935,2022-12-20
16209,PROF777,CUR6191,2020-11-10
16210,PROF651,CUR3282,2023-06-05
16211,PROF880,CUR1553,2020-01-24
16212,PROF152,CUR5845,2023-04-07
16213,PROF646,CUR6326,2020-12-09
16214,PROF401,CUR2879,2021-05-26
16215,PROF615,CUR9946,2021-02-16
16216,PROF551,CUR7886,2023-07-10
16217,PROF992,CUR9368,2020-07-17
16218,PROF718,CUR6966,2020-07-09
16219,PROF234,CUR2120,2020-12-30
16220,PROF976,CUR3023,2020-09-15
16221,PROF619,CUR4881,2020-12-11
16222,PROF837,CUR8633,2022-12-22
16223,PROF163,CUR1630,2021-02-02
16224,PROF552,CUR2641,2020-01-03
16225,PROF592,CUR1394,2020-04-14
16226,PROF448,CUR4323,2023-06-22
16227,PROF974,CUR5783,2023-07-07
16228,PROF138,CUR3531,2023-09-03
16229,PROF297,CUR3630,2021-01-11
16230,PROF654,CUR3041,2021-02-24
16231,PROF642,CUR3051,2022-03-01
16232,PROF473,CUR7067,2023-12-19
16233,PROF283,CUR2431,2020-07-20
16234,PROF752,CUR6923,2021-10-06
16235,PROF114,CUR2551,2022-10-22
16236,PROF788,CUR9693,2021-06-29
16237,PROF684,CUR5717,2021-08-18
16238,PROF323,CUR7929,2022-09-27
16239,PROF922,CUR3387,2021-08-14
16240,PROF141,CUR5817,2023-10-10
16241,PROF900,CUR9060,2021-10-07
16242,PROF248,CUR4126,2021-09-28
16243,PROF464,CUR8568,2023-03-25
16244,PROF885,CUR5632,2021-11-29
16245,PROF756,CUR2851,2020-06-24
16246,PROF804,CUR6061,2023-05-15
16247,PROF507,CUR3691,2020-08-12
16248,PROF536,CUR3915,2020-11-24
16249,PROF827,CUR1695,2023-01-13
16250,PROF123,CUR4101,2023-03-22
16251,PROF614,CUR3443,2021-03-24
16252,PROF437,CUR5828,2023-12-13
16253,PROF888,CUR4577,2021-02-23
16254,PROF656,CUR5484,2022-04-27
16255,PROF558,CUR5023,2023-04-07
16256,PROF552,CUR7045,2020-09-24
16257,PROF280,CUR3545,2023-10-10
16258,PROF110,CUR9367,2020-07-28
16259,PROF311,CUR6371,2023-05-20
16260,PROF107,CUR9688,2021-02-26
16261,PROF601,CUR6893,2020-03-05
16262,PROF463,CUR7863,2021-08-21
16263,PROF769,CUR9503,2020-11-23
16264,PROF475,CUR9355,2022-05-20
16265,PROF583,CUR8836,2023-01-11
16266,PROF757,CUR9642,2021-12-25
16267,PROF786,CUR9076,2022-01-10
16268,PROF523,CUR8315,2022-01-16
16269,PROF482,CUR3336,2020-08-10
16270,PROF319,CUR3749,2023-09-09
16271,PROF482,CUR9019,2021-03-01
16272,PROF980,CUR4428,2020-01-11
16273,PROF734,CUR5552,2022-07-06
16274,PROF794,CUR3759,2020-02-06
16275,PROF898,CUR5080,2022-09-21
16276,PROF755,CUR4911,2020-11-29
16277,PROF765,CUR6338,2023-02-10
16278,PROF428,CUR3695,2020-04-02
16279,PROF724,CUR3216,2022-11-19
16280,PROF162,CUR9052,2020-08-09
16281,PROF331,CUR3313,2021-11-08
16282,PROF137,CUR1860,2022-12-15
16283,PROF320,CUR7869,2021-05-20
16284,PROF599,CUR1780,2022-10-11
16285,PROF568,CUR7005,2021-06-16
16286,PROF124,CUR6046,2020-05-09
16287,PROF415,CUR3222,2023-03-29
16288,PROF481,CUR6517,2021-08-20
16289,PROF244,CUR7236,2023-11-13
16290,PROF949,CUR2712,2022-12-09
16291,PROF872,CUR6017,2021-10-14
16292,PROF722,CUR8316,2021-06-13
16293,PROF471,CUR6104,2021-05-16
16294,PROF566,CUR8419,2023-08-04
16295,PROF700,CUR7525,2023-03-11
16296,PROF713,CUR5628,2022-03-14
16297,PROF752,CUR4627,2020-06-02
16298,PROF903,CUR5878,2020-12-19
16299,PROF993,CUR3211,2020-07-24
16300,PROF363,CUR2299,2020-04-27
16301,PROF816,CUR9742,2020-10-09
16302,PROF551,CUR7261,2022-03-02
16303,PROF614,CUR2666,2020-06-18
16304,PROF719,CUR2901,2020-12-15
16305,PROF176,CUR9310,2022-12-05
16306,PROF330,CUR8478,2023-09-08
16307,PROF467,CUR2537,2020-10-01
16308,PROF281,CUR9130,2021-01-02
16309,PROF728,CUR2108,2023-07-11
16310,PROF648,CUR2277,2023-04-16
16311,PROF415,CUR5554,2021-10-11
16312,PROF192,CUR6428,2023-12-20
16313,PROF364,CUR8334,2021-11-04
16314,PROF341,CUR9698,2022-02-05
16315,PROF915,CUR8673,2021-02-19
16316,PROF269,CUR4089,2020-10-22
16317,PROF328,CUR9469,2022-02-12
16318,PROF859,CUR9814,2020-01-16
16319,PROF632,CUR4548,2020-11-08
16320,PROF940,CUR4711,2022-07-22
16321,PROF575,CUR3415,2020-11-23
16322,PROF689,CUR9864,2023-12-22
16323,PROF239,CUR8377,2020-08-06
16324,PROF539,CUR4540,2020-11-28
16325,PROF369,CUR7856,2020-11-26
16326,PROF712,CUR2420,2023-09-18
16327,PROF662,CUR8532,2021-06-23
16328,PROF155,CUR6412,2021-09-09
16329,PROF925,CUR9327,2021-06-15
16330,PROF257,CUR8713,2020-07-08
16331,PROF689,CUR3244,2023-05-08
16332,PROF595,CUR8829,2021-02-18
16333,PROF867,CUR2391,2020-03-15
16334,PROF931,CUR7203,2022-02-22
16335,PROF890,CUR8830,2022-04-01
16336,PROF253,CUR8111,2022-06-29
16337,PROF212,CUR9528,2021-09-01
16338,PROF528,CUR9036,2021-04-30
16339,PROF338,CUR8054,2021-04-09
16340,PROF761,CUR1465,2021-09-23
16341,PROF707,CUR7620,2022-07-13
16342,PROF650,CUR7853,2021-11-05
16343,PROF685,CUR1267,2022-08-14
16344,PROF190,CUR7326,2023-01-19
16345,PROF530,CUR5663,2023-07-12
16346,PROF387,CUR1707,2023-03-18
16347,PROF761,CUR9676,2023-09-29
16348,PROF934,CUR3663,2020-06-04
16349,PROF485,CUR2948,2021-12-05
16350,PROF285,CUR4641,2022-06-22
16351,PROF288,CUR6515,2020-07-07
16352,PROF300,CUR6443,2021-02-09
16353,PROF861,CUR4293,2021-12-20
16354,PROF826,CUR4311,2022-10-09
16355,PROF778,CUR7119,2020-10-15
16356,PROF695,CUR3476,2021-07-10
16357,PROF226,CUR2118,2022-08-27
16358,PROF646,CUR2659,2023-12-16
16359,PROF354,CUR2298,2023-06-05
16360,PROF583,CUR8041,2021-03-25
16361,PROF730,CUR5763,2022-07-25
16362,PROF693,CUR1422,2023-02-20
16363,PROF831,CUR2442,2020-10-12
16364,PROF975,CUR6017,2021-01-18
16365,PROF257,CUR9438,2023-02-23
16366,PROF636,CUR5775,2020-12-02
16367,PROF125,CUR6016,2021-01-21
16368,PROF627,CUR1177,2022-07-31
16369,PROF510,CUR7460,2020-04-15
