codigo,nombre,horario,ciclo,created_at
CUR13806,Matemticas,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:00
CUR13807,Literatura,Lun 18:00-20:00,2024-1,2025-05-12 02:34:00
CUR13808,Fsica,Sab 08:00-11:00,2024-2,2025-05-12 02:34:00
CUR13809,Filosofa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:00
CUR13810,Matemticas,Vie 14:00-16:00,2023-1,2025-05-12 02:34:00
CUR13811,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:34:00
CUR13812,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:00
CUR13813,Literatura,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:00
CUR13814,Qumica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:00
CUR13815,Fsica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:00
CUR13816,Historia,Sab 08:00-11:00,2023-2,2025-05-12 02:34:00
CUR13817,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:34:00
CUR13818,Filosofa,Sab 08:00-11:00,2023-1,2025-05-12 02:34:00
CUR13819,Fsica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:00
CUR13820,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:34:00
CUR13821,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:34:00
CUR13822,Filosofa,Sab 08:00-11:00,2022-2,2025-05-12 02:34:00
CUR13823,Historia,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:00
CUR13824,Literatura,Lun 18:00-20:00,2022-1,2025-05-12 02:34:00
CUR13825,Fsica,Vie 14:00-16:00,2023-1,2025-05-12 02:34:00
CUR13826,Qumica,Lun 18:00-20:00,2022-1,2025-05-12 02:34:00
CUR13827,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:00
CUR13828,Matemticas,Vie 14:00-16:00,2023-2,2025-05-12 02:34:00
CUR13829,Biologa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:00
CUR13830,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:34:00
CUR13831,Literatura,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:00
CUR13832,Literatura,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:00
CUR13833,Informtica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:00
CUR13834,Matemticas,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:00
CUR13835,Fsica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:00
CUR13836,Biologa,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13837,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13838,Literatura,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13839,Literatura,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:01
CUR13840,Historia,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13841,Informtica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR13842,Filosofa,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:01
CUR13843,Fsica,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13844,Historia,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13845,Literatura,Vie 14:00-16:00,2022-1,2025-05-12 02:34:01
CUR13846,Biologa,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13847,Biologa,Sab 08:00-11:00,2024-2,2025-05-12 02:34:01
CUR13848,Matemticas,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR13849,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:01
CUR13850,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:34:01
CUR13851,Biologa,Vie 14:00-16:00,2024-2,2025-05-12 02:34:01
CUR13852,Literatura,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13853,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR13854,Literatura,Sab 08:00-11:00,2024-2,2025-05-12 02:34:01
CUR13855,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13856,Literatura,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR13857,Matemticas,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13858,Filosofa,Lun 18:00-20:00,2022-2,2025-05-12 02:34:01
CUR13859,Historia,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR13860,Literatura,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:01
CUR13861,Filosofa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR13862,Historia,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13863,Literatura,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR13864,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR13865,Informtica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13866,Historia,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:01
CUR13867,Filosofa,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13868,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13869,Literatura,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR13870,Qumica,Vie 14:00-16:00,2022-1,2025-05-12 02:34:01
CUR13871,Biologa,Vie 14:00-16:00,2022-1,2025-05-12 02:34:01
CUR13872,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13873,Fsica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR13874,Biologa,Sab 08:00-11:00,2023-1,2025-05-12 02:34:01
CUR13875,Filosofa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:01
CUR13876,Informtica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13877,Qumica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:01
CUR13878,Literatura,Sab 08:00-11:00,2022-2,2025-05-12 02:34:01
CUR13879,Qumica,Sab 08:00-11:00,2023-1,2025-05-12 02:34:01
CUR13880,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13881,Informtica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:01
CUR13882,Matemticas,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR13883,Qumica,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13884,Fsica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:01
CUR13885,Filosofa,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:01
CUR13886,Historia,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13887,Literatura,Sab 08:00-11:00,2024-1,2025-05-12 02:34:01
CUR13888,Biologa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:01
CUR13889,Qumica,Vie 14:00-16:00,2022-2,2025-05-12 02:34:01
CUR13890,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13891,Historia,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13892,Filosofa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR13893,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:34:01
CUR13894,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR13895,Qumica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:34:01
CUR13896,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13897,Matemticas,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13898,Biologa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR13899,Matemticas,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13900,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR13901,Biologa,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13902,Historia,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:01
CUR13903,Informtica,Sab 08:00-11:00,2023-1,2025-05-12 02:34:01
CUR13904,Qumica,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR13905,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR13906,Matemticas,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:01
CUR13907,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR13908,Matemticas,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:01
CUR13909,Filosofa,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13910,Literatura,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:01
CUR13911,Informtica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:01
CUR13912,Fsica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13913,Biologa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR13914,Qumica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:01
CUR13915,Fsica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13916,Matemticas,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR13917,Fsica,Vie 14:00-16:00,2022-2,2025-05-12 02:34:01
CUR13918,Informtica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13919,Informtica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13920,Qumica,Sab 08:00-11:00,2024-2,2025-05-12 02:34:01
CUR13921,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13922,Literatura,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR13923,Literatura,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13924,Qumica,Vie 14:00-16:00,2024-2,2025-05-12 02:34:01
CUR13925,Informtica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13926,Matemticas,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:01
CUR13927,Historia,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13928,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13929,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:34:01
CUR13930,Historia,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13931,Biologa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR13932,Literatura,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13933,Historia,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13934,Historia,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13935,Filosofa,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR13936,Literatura,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:01
CUR13937,Informtica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:01
CUR13938,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13939,Historia,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13940,Literatura,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13941,Filosofa,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:01
CUR13942,Historia,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13943,Historia,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:01
CUR13944,Fsica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:01
CUR13945,Historia,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13946,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:34:01
CUR13947,Fsica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR13948,Qumica,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13949,Informtica,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR13950,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13951,Matemticas,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:01
CUR13952,Matemticas,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:01
CUR13953,Informtica,Sab 08:00-11:00,2024-1,2025-05-12 02:34:01
CUR13954,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13955,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13956,Fsica,Sab 08:00-11:00,2023-1,2025-05-12 02:34:01
CUR13957,Literatura,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:34:01
CUR13958,Matemticas,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR13959,Informtica,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13960,Qumica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR13961,Fsica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR13962,Historia,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:01
CUR13963,Biologa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR13964,Literatura,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:34:01
CUR13965,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13966,Historia,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR13967,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13968,Fsica,Sab 08:00-11:00,2024-2,2025-05-12 02:34:01
CUR13969,Qumica,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13970,Matemticas,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR13971,Qumica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR13972,Literatura,Lun 18:00-20:00,2023-2,2025-05-12 02:34:01
CUR13973,Filosofa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR13974,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:34:01
CUR13975,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR13976,Filosofa,Vie 14:00-16:00,2023-2,2025-05-12 02:34:01
CUR13977,Matemticas,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR13978,Qumica,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13979,Fsica,Vie 14:00-16:00,2022-1,2025-05-12 02:34:01
CUR13980,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR13981,Matemticas,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR13982,Matemticas,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:01
CUR13983,Historia,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13984,Matemticas,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13985,Biologa,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:01
CUR13986,Qumica,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR13987,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR13988,Fsica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:01
CUR13989,Fsica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:01
CUR13990,Filosofa,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13991,Fsica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:01
CUR13992,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:34:01
CUR13993,Historia,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:01
CUR13994,Biologa,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR13995,Historia,Sab 08:00-11:00,2023-2,2025-05-12 02:34:01
CUR13996,Filosofa,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:01
CUR13997,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR13998,Historia,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR13999,Historia,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR14000,Fsica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:01
CUR14001,Qumica,Mar-Jue 10:00-12:00,2022-1,2025-05-12 02:34:01
CUR14002,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:01
CUR14003,Informtica,Vie 14:00-16:00,2023-2,2025-05-12 02:34:01
CUR14004,Fsica,Sab 08:00-11:00,2022-1,2025-05-12 02:34:01
CUR14005,Matemticas,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR14006,Historia,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR14007,Qumica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR14008,Matemticas,Lun 18:00-20:00,2023-1,2025-05-12 02:34:01
CUR14009,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR14010,Filosofa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:01
CUR14011,Matemticas,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:01
CUR14012,Literatura,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:01
CUR14013,Filosofa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR14014,Qumica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:34:01
CUR14015,Informtica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR14016,Matemticas,Vie 14:00-16:00,2023-2,2025-05-12 02:34:01
CUR14017,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:01
CUR14018,Fsica,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:01
CUR14019,Biologa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR14020,Biologa,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR14021,Matemticas,Lun 18:00-20:00,2022-2,2025-05-12 02:34:01
CUR14022,Biologa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:01
CUR14023,Informtica,Vie 14:00-16:00,2023-1,2025-05-12 02:34:01
CUR14024,Informtica,Sab 08:00-11:00,2023-1,2025-05-12 02:34:01
CUR14025,Qumica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR14026,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:01
CUR14027,Fsica,Lun-Mie 08:00-10:00,2022-2,2025-05-12 02:34:01
CUR14028,Historia,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:01
CUR14029,Literatura,Vie 14:00-16:00,2022-1,2025-05-12 02:34:01
CUR14030,Informtica,Vie 14:00-16:00,2024-1,2025-05-12 02:34:01
CUR14031,Matemticas,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:01
CUR14032,Matemticas,Lun 18:00-20:00,2024-1,2025-05-12 02:34:01
CUR14033,Fsica,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:01
CUR14034,Biologa,Lun 18:00-20:00,2022-2,2025-05-12 02:34:01
CUR14035,Fsica,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:01
CUR14036,Filosofa,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:01
CUR14037,Filosofa,Sab 08:00-11:00,2024-1,2025-05-12 02:34:01
CUR14038,Qumica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:01
CUR14039,Informtica,Lun 18:00-20:00,2022-1,2025-05-12 02:34:01
CUR14040,Filosofa,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:01
CUR14041,Historia,Vie 14:00-16:00,2023-2,2025-05-12 02:34:01
CUR14042,Informtica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:02
CUR14043,Biologa,Vie 14:00-16:00,2023-2,2025-05-12 02:34:02
CUR14044,Literatura,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14045,Biologa,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:02
CUR14046,Biologa,Lun 18:00-20:00,2024-2,2025-05-12 02:34:02
CUR14047,Biologa,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:02
CUR14048,Filosofa,Sab 08:00-11:00,2022-1,2025-05-12 02:34:02
CUR14049,Informtica,Mar-Jue 16:00-18:00,2022-2,2025-05-12 02:34:02
CUR14050,Informtica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:02
CUR14051,Literatura,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:02
CUR14052,Historia,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:02
CUR14053,Biologa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:02
CUR14054,Historia,Sab 08:00-11:00,2022-1,2025-05-12 02:34:02
CUR14055,Matemticas,Lun 18:00-20:00,2023-2,2025-05-12 02:34:02
CUR14056,Filosofa,Mar-Jue 16:00-18:00,2024-1,2025-05-12 02:34:02
CUR14057,Informtica,Vie 14:00-16:00,2022-1,2025-05-12 02:34:02
CUR14058,Informtica,Vie 14:00-16:00,2024-1,2025-05-12 02:34:02
CUR14059,Matemticas,Sab 08:00-11:00,2022-1,2025-05-12 02:34:02
CUR14060,Qumica,Mar-Jue 16:00-18:00,2022-1,2025-05-12 02:34:02
CUR14061,Fsica,Lun 18:00-20:00,2023-1,2025-05-12 02:34:02
CUR14062,Matemticas,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:02
CUR14063,Historia,Vie 14:00-16:00,2022-1,2025-05-12 02:34:02
CUR14064,Informtica,Lun 18:00-20:00,2023-2,2025-05-12 02:34:02
CUR14065,Matemticas,Lun 18:00-20:00,2022-1,2025-05-12 02:34:02
CUR14066,Filosofa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:02
CUR14067,Filosofa,Lun 18:00-20:00,2022-1,2025-05-12 02:34:02
CUR14068,Informtica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:02
CUR14069,Biologa,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:02
CUR14070,Informtica,Vie 14:00-16:00,2022-2,2025-05-12 02:34:02
CUR14071,Fsica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:02
CUR14072,Matemticas,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:02
CUR14073,Filosofa,Mar-Jue 10:00-12:00,2024-2,2025-05-12 02:34:02
CUR14074,Qumica,Vie 14:00-16:00,2022-2,2025-05-12 02:34:02
CUR14075,Literatura,Lun 18:00-20:00,2023-1,2025-05-12 02:34:02
CUR14076,Biologa,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:02
CUR14077,Literatura,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14078,Historia,Lun 18:00-20:00,2022-2,2025-05-12 02:34:02
CUR14079,Fsica,Sab 08:00-11:00,2024-1,2025-05-12 02:34:02
CUR14080,Qumica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:02
CUR14081,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:02
CUR14082,Filosofa,Lun 18:00-20:00,2023-2,2025-05-12 02:34:02
CUR14083,Filosofa,Sab 08:00-11:00,2024-1,2025-05-12 02:34:02
CUR14084,Matemticas,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:02
CUR14085,Qumica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:34:02
CUR14086,Qumica,Mar-Jue 10:00-12:00,2023-1,2025-05-12 02:34:02
CUR14087,Filosofa,Vie 14:00-16:00,2023-2,2025-05-12 02:34:02
CUR14088,Informtica,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:02
CUR14089,Informtica,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14090,Historia,Mar-Jue 10:00-12:00,2023-2,2025-05-12 02:34:02
CUR14091,Fsica,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:02
CUR14092,Filosofa,Vie 14:00-16:00,2022-2,2025-05-12 02:34:02
CUR14093,Informtica,Vie 14:00-16:00,2023-1,2025-05-12 02:34:02
CUR14094,Fsica,Lun 18:00-20:00,2022-2,2025-05-12 02:34:02
CUR14095,Historia,Sab 08:00-11:00,2023-1,2025-05-12 02:34:02
CUR14096,Literatura,Vie 14:00-16:00,2024-2,2025-05-12 02:34:02
CUR14097,Qumica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:02
CUR14098,Fsica,Sab 08:00-11:00,2023-2,2025-05-12 02:34:02
CUR14099,Fsica,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:02
CUR14100,Informtica,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:34:02
CUR14101,Literatura,Mar-Jue 10:00-12:00,2022-2,2025-05-12 02:34:02
CUR14102,Literatura,Sab 08:00-11:00,2023-2,2025-05-12 02:34:02
CUR14103,Fsica,Lun 18:00-20:00,2024-2,2025-05-12 02:34:02
CUR14104,Fsica,Lun 18:00-20:00,2024-1,2025-05-12 02:34:02
CUR14105,Matemticas,Lun-Mie 08:00-10:00,2024-2,2025-05-12 02:34:02
CUR14106,Qumica,Mar-Jue 16:00-18:00,2024-2,2025-05-12 02:34:02
CUR14107,Historia,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14108,Matemticas,Lun 18:00-20:00,2024-1,2025-05-12 02:34:02
CUR14109,Historia,Lun 18:00-20:00,2024-1,2025-05-12 02:34:02
CUR14110,Fsica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:02
CUR14111,Biologa,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:02
CUR14112,Qumica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:02
CUR14113,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:02
CUR14114,Biologa,Lun 18:00-20:00,2023-1,2025-05-12 02:34:02
CUR14115,Matemticas,Lun-Mie 08:00-10:00,2023-1,2025-05-12 02:34:02
CUR14116,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:02
CUR14117,Literatura,Sab 08:00-11:00,2023-1,2025-05-12 02:34:02
CUR14118,Filosofa,Vie 14:00-16:00,2024-1,2025-05-12 02:34:02
CUR14119,Historia,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14120,Informtica,Mar-Jue 16:00-18:00,2023-1,2025-05-12 02:34:02
CUR14121,Fsica,Sab 08:00-11:00,2022-2,2025-05-12 02:34:02
CUR14122,Literatura,Mar-Jue 10:00-12:00,2024-1,2025-05-12 02:34:02
CUR14123,Informtica,Sab 08:00-11:00,2024-2,2025-05-12 02:34:02
CUR14124,Fsica,Lun-Mie 08:00-10:00,2022-1,2025-05-12 02:34:02
CUR14125,Biologa,Vie 14:00-16:00,2023-1,2025-05-12 02:34:02
CUR14126,Qumica,Lun-Mie 08:00-10:00,2023-2,2025-05-12 02:34:02
CUR14127,Historia,Mar-Jue 16:00-18:00,2023-2,2025-05-12 02:34:02
CUR14128,Historia,Lun-Mie 08:00-10:00,2024-1,2025-05-12 02:34:02
CUR14129,Historia,Vie 14:00-16:00,2022-2,2025-05-12 02:34:02
